id,term_en,term_fr,definition_fr,synonyms,tags,label_primary,text_for_embedding,text_for_search
1,Revenue,Chiffre d'affaires,Total des ventes générées par une entreprise,revenue | chiffre d'affaires | revenue metric | chiffre d'affaires financier,valuation,valuation,English term: Revenue. Terme français: Chiffre d'affaires. Définition: Total des ventes générées par une entreprise. Synonymes: revenue | chiffre d'affaires | revenue metric | chiffre d'affaires financier. Tags: valuation.,Revenue Chiffre d'affaires Total des ventes générées par une entreprise revenue chiffre d'affaires revenue metric chiffre d'affaires financier valuation
1083,Net Income,Résultat net,Profit final après toutes les charges,net income | résultat net | net income metric | résultat net financier,accounting,accounting,English term: Net Income. Terme français: Résultat net. Définition: Profit final après toutes les charges. Synonymes: net income | résultat net | net income metric | résultat net financier. Tags: accounting.,Net Income Résultat net Profit final après toutes les charges net income résultat net net income metric résultat net financier accounting
1084,Cash Flow,Flux de trésorerie,Entrées et sorties de liquidités,cash flow | flux de trésorerie | cash flow metric | flux de trésorerie financier,accounting,accounting,English term: Cash Flow. Terme français: Flux de trésorerie. Définition: Entrées et sorties de liquidités. Synonymes: cash flow | flux de trésorerie | cash flow metric | flux de trésorerie financier. Tags: accounting.,Cash Flow Flux de trésorerie Entrées et sorties de liquidités cash flow flux de trésorerie cash flow metric flux de trésorerie financier accounting
1085,Bond,Obligation,Titre de dette émis par une entité,bond | obligation | bond metric | obligation financier,accounting,accounting,English term: Bond. Terme français: Obligation. Définition: Titre de dette émis par une entité. Synonymes: bond | obligation | bond metric | obligation financier. Tags: accounting.,Bond Obligation Titre de dette émis par une entité bond obligation bond metric obligation financier accounting
1086,Stock,Action,Part de propriété dans une entreprise,stock | action | stock metric | action financier,accounting,accounting,English term: Stock. Terme français: Action. Définition: Part de propriété dans une entreprise. Synonymes: stock | action | stock metric | action financier. Tags: accounting.,Stock Action Part de propriété dans une entreprise stock action stock metric action financier accounting
1087,Volatility,Volatilité,Mesure des fluctuations des prix,volatility | volatilité | volatility metric | volatilité financier,accounting,accounting,English term: Volatility. Terme français: Volatilité. Définition: Mesure des fluctuations des prix. Synonymes: volatility | volatilité | volatility metric | volatilité financier. Tags: accounting.,Volatility Volatilité Mesure des fluctuations des prix volatility volatilité volatility metric volatilité financier accounting
1088,Liquidity,Liquidité,Capacité à acheter/vendre rapidement sans impacter le prix,liquidity | liquidité | liquidity metric | liquidité financier,accounting,accounting,English term: Liquidity. Terme français: Liquidité. Définition: Capacité à acheter/vendre rapidement sans impacter le prix. Synonymes: liquidity | liquidité | liquidity metric | liquidité financier. Tags: accounting.,Liquidity Liquidité Capacité à acheter/vendre rapidement sans impacter le prix liquidity liquidité liquidity metric liquidité financier accounting
1089,Option,Option,Produit dérivé donnant un droit d'achat ou de vente,option | option | option metric | option financier,accounting,accounting,English term: Option. Terme français: Option. Définition: Produit dérivé donnant un droit d'achat ou de vente. Synonymes: option | option | option metric | option financier. Tags: accounting.,Option Option Produit dérivé donnant un droit d'achat ou de vente option option option metric option financier accounting
1090,Interest Rate,Taux d'intérêt,Coût de l'argent dans le temps,interest rate | taux d'intérêt | interest rate metric | taux d'intérêt financier,accounting,accounting,English term: Interest Rate. Terme français: Taux d'intérêt. Définition: Coût de l'argent dans le temps. Synonymes: interest rate | taux d'intérêt | interest rate metric | taux d'intérêt financier. Tags: accounting.,Interest Rate Taux d'intérêt Coût de l'argent dans le temps interest rate taux d'intérêt interest rate metric taux d'intérêt financier accounting
1091,Revenue,Chiffre d'affaires,Total des ventes générées par une entreprise,revenue | chiffre d'affaires | revenue metric | chiffre d'affaires financier,macro,macro,English term: Revenue. Terme français: Chiffre d'affaires. Définition: Total des ventes générées par une entreprise. Synonymes: revenue | chiffre d'affaires | revenue metric | chiffre d'affaires financier. Tags: macro.,Revenue Chiffre d'affaires Total des ventes générées par une entreprise revenue chiffre d'affaires revenue metric chiffre d'affaires financier macro
1092,EBITDA,EBITDA,"Résultat avant intérêts, impôts, dépréciation et amortissement",ebitda | ebitda | ebitda metric | ebitda financier,macro,macro,"English term: EBITDA. Terme français: EBITDA. Définition: Résultat avant intérêts, impôts, dépréciation et amortissement. Synonymes: ebitda | ebitda | ebitda metric | ebitda financier. Tags: macro.","EBITDA EBITDA Résultat avant intérêts, impôts, dépréciation et amortissement ebitda ebitda ebitda metric ebitda financier macro"
1093,Net Income,Résultat net,Profit final après toutes les charges,net income | résultat net | net income metric | résultat net financier,macro,macro,English term: Net Income. Terme français: Résultat net. Définition: Profit final après toutes les charges. Synonymes: net income | résultat net | net income metric | résultat net financier. Tags: macro.,Net Income Résultat net Profit final après toutes les charges net income résultat net net income metric résultat net financier macro
1094,Cash Flow,Flux de trésorerie,Entrées et sorties de liquidités,cash flow | flux de trésorerie | cash flow metric | flux de trésorerie financier,macro,macro,English term: Cash Flow. Terme français: Flux de trésorerie. Définition: Entrées et sorties de liquidités. Synonymes: cash flow | flux de trésorerie | cash flow metric | flux de trésorerie financier. Tags: macro.,Cash Flow Flux de trésorerie Entrées et sorties de liquidités cash flow flux de trésorerie cash flow metric flux de trésorerie financier macro
1095,Bond,Obligation,Titre de dette émis par une entité,bond | obligation | bond metric | obligation financier,macro,macro,English term: Bond. Terme français: Obligation. Définition: Titre de dette émis par une entité. Synonymes: bond | obligation | bond metric | obligation financier. Tags: macro.,Bond Obligation Titre de dette émis par une entité bond obligation bond metric obligation financier macro
1096,Stock,Action,Part de propriété dans une entreprise,stock | action | stock metric | action financier,macro,macro,English term: Stock. Terme français: Action. Définition: Part de propriété dans une entreprise. Synonymes: stock | action | stock metric | action financier. Tags: macro.,Stock Action Part de propriété dans une entreprise stock action stock metric action financier macro
1097,Volatility,Volatilité,Mesure des fluctuations des prix,volatility | volatilité | volatility metric | volatilité financier,macro,macro,English term: Volatility. Terme français: Volatilité. Définition: Mesure des fluctuations des prix. Synonymes: volatility | volatilité | volatility metric | volatilité financier. Tags: macro.,Volatility Volatilité Mesure des fluctuations des prix volatility volatilité volatility metric volatilité financier macro
1098,Liquidity,Liquidité,Capacité à acheter/vendre rapidement sans impacter le prix,liquidity | liquidité | liquidity metric | liquidité financier,macro,macro,English term: Liquidity. Terme français: Liquidité. Définition: Capacité à acheter/vendre rapidement sans impacter le prix. Synonymes: liquidity | liquidité | liquidity metric | liquidité financier. Tags: macro.,Liquidity Liquidité Capacité à acheter/vendre rapidement sans impacter le prix liquidity liquidité liquidity metric liquidité financier macro
1099,Option,Option,Produit dérivé donnant un droit d'achat ou de vente,option | option | option metric | option financier,macro,macro,English term: Option. Terme français: Option. Définition: Produit dérivé donnant un droit d'achat ou de vente. Synonymes: option | option | option metric | option financier. Tags: macro.,Option Option Produit dérivé donnant un droit d'achat ou de vente option option option metric option financier macro
1100,Interest Rate,Taux d'intérêt,Coût de l'argent dans le temps,interest rate | taux d'intérêt | interest rate metric | taux d'intérêt financier,macro,macro,English term: Interest Rate. Terme français: Taux d'intérêt. Définition: Coût de l'argent dans le temps. Synonymes: interest rate | taux d'intérêt | interest rate metric | taux d'intérêt financier. Tags: macro.,Interest Rate Taux d'intérêt Coût de l'argent dans le temps interest rate taux d'intérêt interest rate metric taux d'intérêt financier macro
1101,Revenue,Chiffre d'affaires,Total des ventes générées par une entreprise,revenue | chiffre d'affaires | revenue metric | chiffre d'affaires financier,derivatives,derivatives,English term: Revenue. Terme français: Chiffre d'affaires. Définition: Total des ventes générées par une entreprise. Synonymes: revenue | chiffre d'affaires | revenue metric | chiffre d'affaires financier. Tags: derivatives.,Revenue Chiffre d'affaires Total des ventes générées par une entreprise revenue chiffre d'affaires revenue metric chiffre d'affaires financier derivatives
1102,EBITDA,EBITDA,"Résultat avant intérêts, impôts, dépréciation et amortissement",ebitda | ebitda | ebitda metric | ebitda financier,derivatives,derivatives,"English term: EBITDA. Terme français: EBITDA. Définition: Résultat avant intérêts, impôts, dépréciation et amortissement. Synonymes: ebitda | ebitda | ebitda metric | ebitda financier. Tags: derivatives.","EBITDA EBITDA Résultat avant intérêts, impôts, dépréciation et amortissement ebitda ebitda ebitda metric ebitda financier derivatives"
1103,Net Income,Résultat net,Profit final après toutes les charges,net income | résultat net | net income metric | résultat net financier,derivatives,derivatives,English term: Net Income. Terme français: Résultat net. Définition: Profit final après toutes les charges. Synonymes: net income | résultat net | net income metric | résultat net financier. Tags: derivatives.,Net Income Résultat net Profit final après toutes les charges net income résultat net net income metric résultat net financier derivatives
1104,Cash Flow,Flux de trésorerie,Entrées et sorties de liquidités,cash flow | flux de trésorerie | cash flow metric | flux de trésorerie financier,derivatives,derivatives,English term: Cash Flow. Terme français: Flux de trésorerie. Définition: Entrées et sorties de liquidités. Synonymes: cash flow | flux de trésorerie | cash flow metric | flux de trésorerie financier. Tags: derivatives.,Cash Flow Flux de trésorerie Entrées et sorties de liquidités cash flow flux de trésorerie cash flow metric flux de trésorerie financier derivatives
1105,Bond,Obligation,Titre de dette émis par une entité,bond | obligation | bond metric | obligation financier,derivatives,derivatives,English term: Bond. Terme français: Obligation. Définition: Titre de dette émis par une entité. Synonymes: bond | obligation | bond metric | obligation financier. Tags: derivatives.,Bond Obligation Titre de dette émis par une entité bond obligation bond metric obligation financier derivatives
1106,Stock,Action,Part de propriété dans une entreprise,stock | action | stock metric | action financier,derivatives,derivatives,English term: Stock. Terme français: Action. Définition: Part de propriété dans une entreprise. Synonymes: stock | action | stock metric | action financier. Tags: derivatives.,Stock Action Part de propriété dans une entreprise stock action stock metric action financier derivatives
1107,Volatility,Volatilité,Mesure des fluctuations des prix,volatility | volatilité | volatility metric | volatilité financier,derivatives,derivatives,English term: Volatility. Terme français: Volatilité. Définition: Mesure des fluctuations des prix. Synonymes: volatility | volatilité | volatility metric | volatilité financier. Tags: derivatives.,Volatility Volatilité Mesure des fluctuations des prix volatility volatilité volatility metric volatilité financier derivatives
1108,Liquidity,Liquidité,Capacité à acheter/vendre rapidement sans impacter le prix,liquidity | liquidité | liquidity metric | liquidité financier,derivatives,derivatives,English term: Liquidity. Terme français: Liquidité. Définition: Capacité à acheter/vendre rapidement sans impacter le prix. Synonymes: liquidity | liquidité | liquidity metric | liquidité financier. Tags: derivatives.,Liquidity Liquidité Capacité à acheter/vendre rapidement sans impacter le prix liquidity liquidité liquidity metric liquidité financier derivatives
1109,Option,Option,Produit dérivé donnant un droit d'achat ou de vente,option | option | option metric | option financier,derivatives,derivatives,English term: Option. Terme français: Option. Définition: Produit dérivé donnant un droit d'achat ou de vente. Synonymes: option | option | option metric | option financier. Tags: derivatives.,Option Option Produit dérivé donnant un droit d'achat ou de vente option option option metric option financier derivatives
1110,Interest Rate,Taux d'intérêt,Coût de l'argent dans le temps,interest rate | taux d'intérêt | interest rate metric | taux d'intérêt financier,derivatives,derivatives,English term: Interest Rate. Terme français: Taux d'intérêt. Définition: Coût de l'argent dans le temps. Synonymes: interest rate | taux d'intérêt | interest rate metric | taux d'intérêt financier. Tags: derivatives.,Interest Rate Taux d'intérêt Coût de l'argent dans le temps interest rate taux d'intérêt interest rate metric taux d'intérêt financier derivatives
1111,Revenue,Chiffre d'affaires,Total des ventes générées par une entreprise,revenue | chiffre d'affaires | revenue metric | chiffre d'affaires financier,corporate_finance,corporate_finance,English term: Revenue. Terme français: Chiffre d'affaires. Définition: Total des ventes générées par une entreprise. Synonymes: revenue | chiffre d'affaires | revenue metric | chiffre d'affaires financier. Tags: corporate_finance.,Revenue Chiffre d'affaires Total des ventes générées par une entreprise revenue chiffre d'affaires revenue metric chiffre d'affaires financier corporate_finance
1112,EBITDA,EBITDA,"Résultat avant intérêts, impôts, dépréciation et amortissement",ebitda | ebitda | ebitda metric | ebitda financier,corporate_finance,corporate_finance,"English term: EBITDA. Terme français: EBITDA. Définition: Résultat avant intérêts, impôts, dépréciation et amortissement. Synonymes: ebitda | ebitda | ebitda metric | ebitda financier. Tags: corporate_finance.","EBITDA EBITDA Résultat avant intérêts, impôts, dépréciation et amortissement ebitda ebitda ebitda metric ebitda financier corporate_finance"
1113,Net Income,Résultat net,Profit final après toutes les charges,net income | résultat net | net income metric | résultat net financier,corporate_finance,corporate_finance,English term: Net Income. Terme français: Résultat net. Définition: Profit final après toutes les charges. Synonymes: net income | résultat net | net income metric | résultat net financier. Tags: corporate_finance.,Net Income Résultat net Profit final après toutes les charges net income résultat net net income metric résultat net financier corporate_finance
1114,Cash Flow,Flux de trésorerie,Entrées et sorties de liquidités,cash flow | flux de trésorerie | cash flow metric | flux de trésorerie financier,corporate_finance,corporate_finance,English term: Cash Flow. Terme français: Flux de trésorerie. Définition: Entrées et sorties de liquidités. Synonymes: cash flow | flux de trésorerie | cash flow metric | flux de trésorerie financier. Tags: corporate_finance.,Cash Flow Flux de trésorerie Entrées et sorties de liquidités cash flow flux de trésorerie cash flow metric flux de trésorerie financier corporate_finance
1115,Bond,Obligation,Titre de dette émis par une entité,bond | obligation | bond metric | obligation financier,corporate_finance,corporate_finance,English term: Bond. Terme français: Obligation. Définition: Titre de dette émis par une entité. Synonymes: bond | obligation | bond metric | obligation financier. Tags: corporate_finance.,Bond Obligation Titre de dette émis par une entité bond obligation bond metric obligation financier corporate_finance
1116,Stock,Action,Part de propriété dans une entreprise,stock | action | stock metric | action financier,corporate_finance,corporate_finance,English term: Stock. Terme français: Action. Définition: Part de propriété dans une entreprise. Synonymes: stock | action | stock metric | action financier. Tags: corporate_finance.,Stock Action Part de propriété dans une entreprise stock action stock metric action financier corporate_finance
1117,Volatility,Volatilité,Mesure des fluctuations des prix,volatility | volatilité | volatility metric | volatilité financier,corporate_finance,corporate_finance,English term: Volatility. Terme français: Volatilité. Définition: Mesure des fluctuations des prix. Synonymes: volatility | volatilité | volatility metric | volatilité financier. Tags: corporate_finance.,Volatility Volatilité Mesure des fluctuations des prix volatility volatilité volatility metric volatilité financier corporate_finance
1118,Liquidity,Liquidité,Capacité à acheter/vendre rapidement sans impacter le prix,liquidity | liquidité | liquidity metric | liquidité financier,corporate_finance,corporate_finance,English term: Liquidity. Terme français: Liquidité. Définition: Capacité à acheter/vendre rapidement sans impacter le prix. Synonymes: liquidity | liquidité | liquidity metric | liquidité financier. Tags: corporate_finance.,Liquidity Liquidité Capacité à acheter/vendre rapidement sans impacter le prix liquidity liquidité liquidity metric liquidité financier corporate_finance
1119,Option,Option,Produit dérivé donnant un droit d'achat ou de vente,option | option | option metric | option financier,corporate_finance,corporate_finance,English term: Option. Terme français: Option. Définition: Produit dérivé donnant un droit d'achat ou de vente. Synonymes: option | option | option metric | option financier. Tags: corporate_finance.,Option Option Produit dérivé donnant un droit d'achat ou de vente option option option metric option financier corporate_finance
1120,Interest Rate,Taux d'intérêt,Coût de l'argent dans le temps,interest rate | taux d'intérêt | interest rate metric | taux d'intérêt financier,corporate_finance,corporate_finance,English term: Interest Rate. Terme français: Taux d'intérêt. Définition: Coût de l'argent dans le temps. Synonymes: interest rate | taux d'intérêt | interest rate metric | taux d'intérêt financier. Tags: corporate_finance.,Interest Rate Taux d'intérêt Coût de l'argent dans le temps interest rate taux d'intérêt interest rate metric taux d'intérêt financier corporate_finance
1121,Revenue,Chiffre d'affaires,Total des ventes générées par une entreprise,revenue | chiffre d'affaires | revenue metric | chiffre d'affaires financier,valuation,valuation,English term: Revenue. Terme français: Chiffre d'affaires. Définition: Total des ventes générées par une entreprise. Synonymes: revenue | chiffre d'affaires | revenue metric | chiffre d'affaires financier. Tags: valuation.,Revenue Chiffre d'affaires Total des ventes générées par une entreprise revenue chiffre d'affaires revenue metric chiffre d'affaires financier valuation
1122,EBITDA,EBITDA,"Résultat avant intérêts, impôts, dépréciation et amortissement",ebitda | ebitda | ebitda metric | ebitda financier,valuation,valuation,"English term: EBITDA. Terme français: EBITDA. Définition: Résultat avant intérêts, impôts, dépréciation et amortissement. Synonymes: ebitda | ebitda | ebitda metric | ebitda financier. Tags: valuation.","EBITDA EBITDA Résultat avant intérêts, impôts, dépréciation et amortissement ebitda ebitda ebitda metric ebitda financier valuation"
1123,Net Income,Résultat net,Profit final après toutes les charges,net income | résultat net | net income metric | résultat net financier,valuation,valuation,English term: Net Income. Terme français: Résultat net. Définition: Profit final après toutes les charges. Synonymes: net income | résultat net | net income metric | résultat net financier. Tags: valuation.,Net Income Résultat net Profit final après toutes les charges net income résultat net net income metric résultat net financier valuation
1124,Cash Flow,Flux de trésorerie,Entrées et sorties de liquidités,cash flow | flux de trésorerie | cash flow metric | flux de trésorerie financier,valuation,valuation,English term: Cash Flow. Terme français: Flux de trésorerie. Définition: Entrées et sorties de liquidités. Synonymes: cash flow | flux de trésorerie | cash flow metric | flux de trésorerie financier. Tags: valuation.,Cash Flow Flux de trésorerie Entrées et sorties de liquidités cash flow flux de trésorerie cash flow metric flux de trésorerie financier valuation
1125,Bond,Obligation,Titre de dette émis par une entité,bond | obligation | bond metric | obligation financier,valuation,valuation,English term: Bond. Terme français: Obligation. Définition: Titre de dette émis par une entité. Synonymes: bond | obligation | bond metric | obligation financier. Tags: valuation.,Bond Obligation Titre de dette émis par une entité bond obligation bond metric obligation financier valuation
1126,Stock,Action,Part de propriété dans une entreprise,stock | action | stock metric | action financier,valuation,valuation,English term: Stock. Terme français: Action. Définition: Part de propriété dans une entreprise. Synonymes: stock | action | stock metric | action financier. Tags: valuation.,Stock Action Part de propriété dans une entreprise stock action stock metric action financier valuation
1127,Volatility,Volatilité,Mesure des fluctuations des prix,volatility | volatilité | volatility metric | volatilité financier,valuation,valuation,English term: Volatility. Terme français: Volatilité. Définition: Mesure des fluctuations des prix. Synonymes: volatility | volatilité | volatility metric | volatilité financier. Tags: valuation.,Volatility Volatilité Mesure des fluctuations des prix volatility volatilité volatility metric volatilité financier valuation
1128,Liquidity,Liquidité,Capacité à acheter/vendre rapidement sans impacter le prix,liquidity | liquidité | liquidity metric | liquidité financier,valuation,valuation,English term: Liquidity. Terme français: Liquidité. Définition: Capacité à acheter/vendre rapidement sans impacter le prix. Synonymes: liquidity | liquidité | liquidity metric | liquidité financier. Tags: valuation.,Liquidity Liquidité Capacité à acheter/vendre rapidement sans impacter le prix liquidity liquidité liquidity metric liquidité financier valuation
1129,Option,Option,Produit dérivé donnant un droit d'achat ou de vente,option | option | option metric | option financier,valuation,valuation,English term: Option. Terme français: Option. Définition: Produit dérivé donnant un droit d'achat ou de vente. Synonymes: option | option | option metric | option financier. Tags: valuation.,Option Option Produit dérivé donnant un droit d'achat ou de vente option option option metric option financier valuation
1130,Interest Rate,Taux d'intérêt,Coût de l'argent dans le temps,interest rate | taux d'intérêt | interest rate metric | taux d'intérêt financier,valuation,valuation,English term: Interest Rate. Terme français: Taux d'intérêt. Définition: Coût de l'argent dans le temps. Synonymes: interest rate | taux d'intérêt | interest rate metric | taux d'intérêt financier. Tags: valuation.,Interest Rate Taux d'intérêt Coût de l'argent dans le temps interest rate taux d'intérêt interest rate metric taux d'intérêt financier valuation
1131,Revenue,Chiffre d'affaires,Total des ventes générées par une entreprise,revenue | chiffre d'affaires | revenue metric | chiffre d'affaires financier,trading,trading,English term: Revenue. Terme français: Chiffre d'affaires. Définition: Total des ventes générées par une entreprise. Synonymes: revenue | chiffre d'affaires | revenue metric | chiffre d'affaires financier. Tags: trading.,Revenue Chiffre d'affaires Total des ventes générées par une entreprise revenue chiffre d'affaires revenue metric chiffre d'affaires financier trading
1132,EBITDA,EBITDA,"Résultat avant intérêts, impôts, dépréciation et amortissement",ebitda | ebitda | ebitda metric | ebitda financier,trading,trading,"English term: EBITDA. Terme français: EBITDA. Définition: Résultat avant intérêts, impôts, dépréciation et amortissement. Synonymes: ebitda | ebitda | ebitda metric | ebitda financier. Tags: trading.","EBITDA EBITDA Résultat avant intérêts, impôts, dépréciation et amortissement ebitda ebitda ebitda metric ebitda financier trading"
1133,Net Income,Résultat net,Profit final après toutes les charges,net income | résultat net | net income metric | résultat net financier,trading,trading,English term: Net Income. Terme français: Résultat net. Définition: Profit final après toutes les charges. Synonymes: net income | résultat net | net income metric | résultat net financier. Tags: trading.,Net Income Résultat net Profit final après toutes les charges net income résultat net net income metric résultat net financier trading
1134,Cash Flow,Flux de trésorerie,Entrées et sorties de liquidités,cash flow | flux de trésorerie | cash flow metric | flux de trésorerie financier,trading,trading,English term: Cash Flow. Terme français: Flux de trésorerie. Définition: Entrées et sorties de liquidités. Synonymes: cash flow | flux de trésorerie | cash flow metric | flux de trésorerie financier. Tags: trading.,Cash Flow Flux de trésorerie Entrées et sorties de liquidités cash flow flux de trésorerie cash flow metric flux de trésorerie financier trading
1135,Bond,Obligation,Titre de dette émis par une entité,bond | obligation | bond metric | obligation financier,trading,trading,English term: Bond. Terme français: Obligation. Définition: Titre de dette émis par une entité. Synonymes: bond | obligation | bond metric | obligation financier. Tags: trading.,Bond Obligation Titre de dette émis par une entité bond obligation bond metric obligation financier trading
1136,Stock,Action,Part de propriété dans une entreprise,stock | action | stock metric | action financier,trading,trading,English term: Stock. Terme français: Action. Définition: Part de propriété dans une entreprise. Synonymes: stock | action | stock metric | action financier. Tags: trading.,Stock Action Part de propriété dans une entreprise stock action stock metric action financier trading
1137,Volatility,Volatilité,Mesure des fluctuations des prix,volatility | volatilité | volatility metric | volatilité financier,trading,trading,English term: Volatility. Terme français: Volatilité. Définition: Mesure des fluctuations des prix. Synonymes: volatility | volatilité | volatility metric | volatilité financier. Tags: trading.,Volatility Volatilité Mesure des fluctuations des prix volatility volatilité volatility metric volatilité financier trading
1138,Liquidity,Liquidité,Capacité à acheter/vendre rapidement sans impacter le prix,liquidity | liquidité | liquidity metric | liquidité financier,trading,trading,English term: Liquidity. Terme français: Liquidité. Définition: Capacité à acheter/vendre rapidement sans impacter le prix. Synonymes: liquidity | liquidité | liquidity metric | liquidité financier. Tags: trading.,Liquidity Liquidité Capacité à acheter/vendre rapidement sans impacter le prix liquidity liquidité liquidity metric liquidité financier trading
1139,Option,Option,Produit dérivé donnant un droit d'achat ou de vente,option | option | option metric | option financier,trading,trading,English term: Option. Terme français: Option. Définition: Produit dérivé donnant un droit d'achat ou de vente. Synonymes: option | option | option metric | option financier. Tags: trading.,Option Option Produit dérivé donnant un droit d'achat ou de vente option option option metric option financier trading
1140,Interest Rate,Taux d'intérêt,Coût de l'argent dans le temps,interest rate | taux d'intérêt | interest rate metric | taux d'intérêt financier,trading,trading,English term: Interest Rate. Terme français: Taux d'intérêt. Définition: Coût de l'argent dans le temps. Synonymes: interest rate | taux d'intérêt | interest rate metric | taux d'intérêt financier. Tags: trading.,Interest Rate Taux d'intérêt Coût de l'argent dans le temps interest rate taux d'intérêt interest rate metric taux d'intérêt financier trading
1141,Revenue,Chiffre d'affaires,Total des ventes générées par une entreprise,revenue | chiffre d'affaires | revenue metric | chiffre d'affaires financier,risk,risk,English term: Revenue. Terme français: Chiffre d'affaires. Définition: Total des ventes générées par une entreprise. Synonymes: revenue | chiffre d'affaires | revenue metric | chiffre d'affaires financier. Tags: risk.,Revenue Chiffre d'affaires Total des ventes générées par une entreprise revenue chiffre d'affaires revenue metric chiffre d'affaires financier risk
1142,EBITDA,EBITDA,"Résultat avant intérêts, impôts, dépréciation et amortissement",ebitda | ebitda | ebitda metric | ebitda financier,risk,risk,"English term: EBITDA. Terme français: EBITDA. Définition: Résultat avant intérêts, impôts, dépréciation et amortissement. Synonymes: ebitda | ebitda | ebitda metric | ebitda financier. Tags: risk.","EBITDA EBITDA Résultat avant intérêts, impôts, dépréciation et amortissement ebitda ebitda ebitda metric ebitda financier risk"
1143,Net Income,Résultat net,Profit final après toutes les charges,net income | résultat net | net income metric | résultat net financier,risk,risk,English term: Net Income. Terme français: Résultat net. Définition: Profit final après toutes les charges. Synonymes: net income | résultat net | net income metric | résultat net financier. Tags: risk.,Net Income Résultat net Profit final après toutes les charges net income résultat net net income metric résultat net financier risk
1144,Cash Flow,Flux de trésorerie,Entrées et sorties de liquidités,cash flow | flux de trésorerie | cash flow metric | flux de trésorerie financier,risk,risk,English term: Cash Flow. Terme français: Flux de trésorerie. Définition: Entrées et sorties de liquidités. Synonymes: cash flow | flux de trésorerie | cash flow metric | flux de trésorerie financier. Tags: risk.,Cash Flow Flux de trésorerie Entrées et sorties de liquidités cash flow flux de trésorerie cash flow metric flux de trésorerie financier risk
1145,Bond,Obligation,Titre de dette émis par une entité,bond | obligation | bond metric | obligation financier,risk,risk,English term: Bond. Terme français: Obligation. Définition: Titre de dette émis par une entité. Synonymes: bond | obligation | bond metric | obligation financier. Tags: risk.,Bond Obligation Titre de dette émis par une entité bond obligation bond metric obligation financier risk
1146,Stock,Action,Part de propriété dans une entreprise,stock | action | stock metric | action financier,risk,risk,English term: Stock. Terme français: Action. Définition: Part de propriété dans une entreprise. Synonymes: stock | action | stock metric | action financier. Tags: risk.,Stock Action Part de propriété dans une entreprise stock action stock metric action financier risk
1147,Volatility,Volatilité,Mesure des fluctuations des prix,volatility | volatilité | volatility metric | volatilité financier,risk,risk,English term: Volatility. Terme français: Volatilité. Définition: Mesure des fluctuations des prix. Synonymes: volatility | volatilité | volatility metric | volatilité financier. Tags: risk.,Volatility Volatilité Mesure des fluctuations des prix volatility volatilité volatility metric volatilité financier risk
1148,Liquidity,Liquidité,Capacité à acheter/vendre rapidement sans impacter le prix,liquidity | liquidité | liquidity metric | liquidité financier,risk,risk,English term: Liquidity. Terme français: Liquidité. Définition: Capacité à acheter/vendre rapidement sans impacter le prix. Synonymes: liquidity | liquidité | liquidity metric | liquidité financier. Tags: risk.,Liquidity Liquidité Capacité à acheter/vendre rapidement sans impacter le prix liquidity liquidité liquidity metric liquidité financier risk
1149,Option,Option,Produit dérivé donnant un droit d'achat ou de vente,option | option | option metric | option financier,risk,risk,English term: Option. Terme français: Option. Définition: Produit dérivé donnant un droit d'achat ou de vente. Synonymes: option | option | option metric | option financier. Tags: risk.,Option Option Produit dérivé donnant un droit d'achat ou de vente option option option metric option financier risk
1150,Interest Rate,Taux d'intérêt,Coût de l'argent dans le temps,interest rate | taux d'intérêt | interest rate metric | taux d'intérêt financier,risk,risk,English term: Interest Rate. Terme français: Taux d'intérêt. Définition: Coût de l'argent dans le temps. Synonymes: interest rate | taux d'intérêt | interest rate metric | taux d'intérêt financier. Tags: risk.,Interest Rate Taux d'intérêt Coût de l'argent dans le temps interest rate taux d'intérêt interest rate metric taux d'intérêt financier risk
1151,Revenue,Chiffre d'affaires,Total des ventes générées par une entreprise,revenue | chiffre d'affaires | revenue metric | chiffre d'affaires financier,accounting,accounting,English term: Revenue. Terme français: Chiffre d'affaires. Définition: Total des ventes générées par une entreprise. Synonymes: revenue | chiffre d'affaires | revenue metric | chiffre d'affaires financier. Tags: accounting.,Revenue Chiffre d'affaires Total des ventes générées par une entreprise revenue chiffre d'affaires revenue metric chiffre d'affaires financier accounting
1152,EBITDA,EBITDA,"Résultat avant intérêts, impôts, dépréciation et amortissement",ebitda | ebitda | ebitda metric | ebitda financier,accounting,accounting,"English term: EBITDA. Terme français: EBITDA. Définition: Résultat avant intérêts, impôts, dépréciation et amortissement. Synonymes: ebitda | ebitda | ebitda metric | ebitda financier. Tags: accounting.","EBITDA EBITDA Résultat avant intérêts, impôts, dépréciation et amortissement ebitda ebitda ebitda metric ebitda financier accounting"
1153,Net Income,Résultat net,Profit final après toutes les charges,net income | résultat net | net income metric | résultat net financier,accounting,accounting,English term: Net Income. Terme français: Résultat net. Définition: Profit final après toutes les charges. Synonymes: net income | résultat net | net income metric | résultat net financier. Tags: accounting.,Net Income Résultat net Profit final après toutes les charges net income résultat net net income metric résultat net financier accounting
