company,sector,year,revenue_musd,gross_profit_musd,operating_income_musd,net_income_musd,ebitda_musd,cash_musd,current_assets_musd,current_liabilities_musd,total_assets_musd,total_liabilities_musd,equity_musd,total_debt_musd,interest_expense_musd,shares_outstanding_m,stock_price_usd,annual_dividend_per_share_usd,operating_cash_flow_musd,capex_musd
Starbucks,Energy,2015,456501.17,82322.04,17525.75,29884.8,59643.58,95308.29,385709.41,79379.17,1116093.89,418258.07,697835.82,190106.09,5699.82,10078,511.22,0,65005.38,21267.9
Starbucks,Energy,2016,523336.43,94374.62,14278.95,36066.57,66766.42,131670.95,323859.56,177608.81,1349144.78,529099.94,820044.84,273009.14,11215.77,10078,490.68,0,42410.83,14224.74
Starbucks,Energy,2017,590501.84,106486.73,24828.36,34512.14,42851.19,91712.78,346908.21,137637.78,1221048.99,546552.79,674496.2,252386.53,9318.98,10078,741.84,0,32797.56,26708.69
Starbucks,Energy,2018,654281.94,117988.36,39304.92,44694.57,61185.09,239948.67,537972.66,86549.29,1511940.21,570788.06,941152.15,183719.52,7973.51,10078,813.21,0,65496.43,31655.97
Starbucks,Energy,2019,712804.42,128541.87,29739.53,35721.54,94121.16,130181.17,651954.43,212957.79,1554659.13,592400.27,962258.87,407387.19,9673.11,10078,957.6,0,69366.3,31044.11
Starbucks,Energy,2020,767230.97,138356.75,45989.17,43643.26,105021.22,309946.35,610599.78,248792.05,1816357.21,809800.9,1006556.31,542250.92,10819.04,10078,1344.41,0,85993.52,26048.78
Starbucks,Energy,2021,822393.53,148304.36,36066.44,49343.83,108925.6,104289.7,486239.26,234039.9,2016325.56,701536.18,1314789.38,256080.15,9886.88,10078,994.43,0.26,127645.35,84370.67
Starbucks,Energy,2022,886560.95,159875.84,52484.7,47779.18,85664.78,339020.36,778298.07,144299.01,2200625.34,904815.01,1295810.33,298659.85,3205.4,10078,193.64,0,58796.82,115968.83
Starbucks,Energy,2023,970194.14,174957.63,53278.09,66792.39,124171.98,106954.2,797339.9,177612.49,2084954.71,788087.42,1296867.3,559276.53,7415.98,10078,473.37,0.81,93864.61,34708.32
Starbucks,Energy,2024,1083802.59,195444.94,41106.28,69901.05,92028.96,432320.37,1136264.93,316050.9,2834534.68,1131056.2,1703478.48,696019.64,26990.18,10078,282.37,0,106183.86,26929.97
Starbucks,Energy,2025,1235300.95,222765.03,42069.17,70214.26,168216.07,281377.76,849086.37,294138.27,3103726.61,1156031.01,1947695.6,382421.3,11057.64,10078,1177.95,0,160151.08,26603.87
Walmart,Automotive,2014,428029.0,203778.63,101831.35,89967.51,124672.32,69528.65,156189.76,55015.72,421592.83,223801.09,197791.74,88997.45,4506.98,17282,422.96,0,80529.15,41816.34
Walmart,Automotive,2015,457109.5,217623.45,102336.06,132371.4,133682.85,59178.96,107835.31,59528.25,531333.02,316446.24,214886.78,141885.24,5526.25,17282,434.19,0,165028.2,57533.04
Walmart,Automotive,2016,483248.03,230067.63,110131.39,112955.52,133340.55,46923.27,187805.31,57266.13,497934.63,293078.98,204855.65,133824.2,6160.71,17282,365.13,0,89416.34,48329.54
Walmart,Automotive,2017,502829.96,239390.32,117069.37,142854.67,170434.37,33973.94,108747.16,92389.23,576226.51,343212.01,233014.5,169364.57,11657.03,17282,682.48,5.36,111539.23,22884.28
Walmart,Automotive,2018,513778.11,244602.58,120171.99,114389.86,178185.21,73703.55,169530.02,61752.63,531105.43,267632.75,263472.68,131910.63,7457.94,17282,568.72,0,149953.04,16158.8
Walmart,Automotive,2019,516168.87,245740.79,117529.96,134897.69,143408.25,26984.43,192049.33,51367.31,570717.94,279920.01,290797.93,117403.82,7756.01,17282,526.32,0,151463.08,51354.8
Walmart,Automotive,2020,512340.06,243917.95,125874.03,115693.64,179331.15,48390.14,235194.21,110711.54,618769.56,323210.84,295558.72,240290.32,2449.73,17282,333.24,0,221327.26,32026.44
Walmart,Automotive,2021,506433.75,241106.03,114561.48,133329.94,174657.45,83375.0,186145.06,75989.97,546483.57,296936.62,249546.95,214101.49,10960.13,17282,800.63,0,130710.92,42689.03
Walmart,Automotive,2022,503456.93,239688.81,128211.36,139877.96,159207.54,50088.68,201426.94,77058.57,522729.79,282244.63,240485.17,152830.54,9667.89,17282,215.36,0,163476.37,12979.06
Walmart,Automotive,2023,508069.51,241884.8,123977.51,110188.72,142872.99,24308.72,126499.62,49077.76,503594.29,293537.33,210056.95,118926.03,2376.89,17282,193.7,0,146064.32,7059.08
Walmart,Automotive,2024,523390.03,249178.68,120852.94,122202.63,168750.54,44260.57,111271.01,39563.12,535010.59,253264.82,281745.77,135056.01,6069.9,17282,1938.91,1.33,105254.12,56796.76
Walmart,Automotive,2025,550121.73,261905.27,120972.39,138581.7,155239.07,51886.38,263598.09,85390.98,643958.92,346991.61,296967.31,212723.25,12014.63,17282,779.5,0,98449.73,10599.97
Costco,Retail,2014,478847.0,191907.31,26731.5,43153.16,70003.81,79302.73,163015.81,56994.03,484084.49,310870.0,173214.49,100987.85,4454.51,15211,314.57,3.36,60130.66,43569.91
Costco,Retail,2015,573249.52,229740.97,39296.29,53682.51,106333.88,55590.51,250092.34,69356.89,598640.84,415558.11,183082.73,162578.48,7180.96,15211,316.27,0,116136.05,8888.44
Costco,Retail,2016,679349.74,272262.71,55204.35,58828.2,84098.0,62117.27,117179.68,86794.64,581827.11,430498.82,151328.28,152771.1,6278.32,15211,262.13,5.77,53617.15,35083.03
Costco,Retail,2017,792399.77,317569.72,49312.51,66760.73,117343.0,89631.66,204855.34,168129.38,680796.68,477072.63,203724.05,337830.69,4446.95,15211,390.97,2.91,79395.37,46589.08
Costco,Retail,2018,907608.71,363741.96,71456.12,103750.91,163349.14,53347.96,176784.66,152926.09,927543.72,633832.88,293710.85,286786.28,8693.62,15211,380.25,5.98,146269.03,101708.12
Costco,Retail,2019,1022150.26,409646.73,89751.08,107477.85,148649.51,61413.83,213229.05,115978.74,926231.48,586757.02,339474.46,209875.16,3053.56,15211,255.6,0,101353.29,107426.29
Costco,Retail,2020,1137315.94,455801.63,87988.95,127704.38,197830.73,113691.66,468407.81,259438.07,1198121.09,819188.46,378932.64,500274.53,8979.04,15211,362.28,0,229931.32,90482.26
Costco,Retail,2021,1260216.96,505056.62,98585.46,129801.76,187670.54,108910.61,449103.66,118753.09,1147796.36,768717.06,379079.3,315921.41,10802.91,15211,289.31,0,117397.61,149683.34
Costco,Retail,2022,1404380.77,562833.09,123760.1,126320.98,215164.05,126036.28,309713.93,286546.94,1365540.94,960707.62,404833.32,340936.69,5728.22,15211,1053.21,0,240463.46,162091.42
Costco,Retail,2023,1588713.4,636708.0,149200.7,127835.07,237493.14,185506.04,507658.56,330305.74,1573294.36,932839.99,640454.37,340910.18,20080.97,15211,1397.46,0,241706.03,107995.84
Costco,Retail,2024,1834626.81,735262.62,124010.57,177151.86,186636.72,242070.47,663903.41,358028.78,1817419.25,1101498.22,715921.03,386011.31,25438.5,15211,287.52,1.57,188385.76,187281.61
Costco,Retail,2025,2161628.03,866314.76,225049.46,183465.72,315158.01,180472.81,859698.36,244919.82,2186866.86,1491004.9,695861.96,834282.95,9067.99,15211,827.09,2.0,369844.06,222109.3
Target,Industrial,2014,66757.0,38101.23,15665.0,16593.53,18847.12,7967.17,43407.53,10900.26,131709.69,41184.81,90524.88,25712.6,924.59,3148,510.77,0,18031.61,6635.78
Target,Industrial,2015,80898.93,46172.66,20544.37,17942.84,24410.81,24577.46,46720.64,13685.53,128335.08,38656.32,89678.76,18477.46,633.32,3148,461.99,0,19150.44,7889.18
Target,Industrial,2016,97049.11,55390.3,24303.88,22559.97,35095.08,4589.28,30163.04,8122.25,146532.64,46853.68,99678.96,19199.8,650.48,3148,716.05,0,36146.19,2877.17
Target,Industrial,2017,114588.64,65400.9,25805.12,24720.77,38841.59,14644.87,54753.77,18507.94,171608.92,54208.53,117400.39,33697.81,1704.88,3148,373.05,0,39570.34,3338.45
Target,Industrial,2018,132860.21,75829.31,29910.77,38654.71,40587.27,31843.29,73583.43,15862.57,249108.76,80020.44,169088.32,56756.64,1050.01,3148,611.5,5.84,32266.84,14116.16
Target,Industrial,2019,151464.23,86447.46,34050.74,31360.0,50729.9,39817.5,75942.1,14610.49,246056.96,68120.97,177935.99,34365.46,859.9,3148,910.58,2.34,40053.03,6766.38
Target,Industrial,2020,170598.63,97368.32,44398.43,41730.93,54606.96,25823.54,63254.59,15793.32,273079.08,89014.6,184064.48,24182.05,517.22,3148,771.24,0,46045.68,21949.27
Target,Industrial,2021,191354.55,109214.66,49784.78,43193.53,59659.09,40391.17,75239.8,38938.37,338933.07,111027.15,227905.91,66838.35,4278.75,3148,480.88,0,73918.08,9396.59
Target,Industrial,2022,215862.6,123202.5,53696.89,56623.87,64123.37,62135.61,123008.47,20246.85,322440.3,95675.27,226765.03,31461.3,2100.14,3148,1852.27,3.15,71299.85,25560.35
Target,Industrial,2023,247193.56,141084.49,57919.22,51106.03,75769.7,56635.17,131322.56,30596.67,416735.55,128785.34,287950.22,77394.65,866.09,3148,1030.31,1.27,63534.88,25269.28
Target,Industrial,2024,288960.44,164922.73,75694.33,59903.95,109482.86,85875.85,166433.05,23072.96,469364.93,127116.98,342247.95,33626.21,1618.35,3148,577.43,1.53,90207.47,7239.8
Target,Industrial,2025,344643.97,196703.83,88505.78,95266.93,126640.17,23367.82,169228.91,24380.67,561841.91,156798.31,405043.61,101458.4,4721.17,3148,974.12,0,143829.51,15736.17
Home Depot,Industrial,2014,60172.0,27809.55,11652.48,9833.07,17829.53,11663.66,32369.44,20105.12,82254.08,62044.61,20209.46,41560.5,2465.12,16055,391.05,0,15177.37,1861.62
Home Depot,Industrial,2015,68479.01,31648.78,11522.33,11167.56,14289.53,7962.75,15413.21,10412.27,79828.29,55754.63,24073.66,29326.98,398.16,16055,447.41,3.23,8713.73,1948.52
Home Depot,Industrial,2016,77147.76,35655.19,13769.98,11978.08,18380.14,12928.79,27573.52,12072.64,108365.12,72134.56,36230.57,24306.61,1386.37,16055,526.11,0,21707.35,10186.61
Home Depot,Industrial,2017,85544.17,39535.74,14356.97,13444.41,24585.9,7343.57,30566.72,18952.85,119970.61,85467.36,34503.26,37628.7,2201.95,16055,441.1,0,26180.67,8060.01
Home Depot,Industrial,2018,93145.28,43048.73,17400.45,15526.44,23095.05,7526.27,36854.16,27047.54,111582.18,89586.96,21995.22,51555.95,1228.81,16055,558.59,0,17114.44,11585.68
Home Depot,Industrial,2019,99722.48,46088.5,15182.6,19299.47,23088.31,5590.86,46060.42,15099.65,110581.76,75648.64,34933.12,43976.12,2743.38,16055,608.18,0,19265.76,11864.15
Home Depot,Industrial,2020,105481.33,48750.05,16632.87,19657.58,25464.68,15627.36,50315.58,36670.45,138274.05,117360.07,20913.98,67759.05,1473.74,16055,947.63,0,28757.7,12500.15
Home Depot,Industrial,2021,111110.71,51351.76,17723.51,19077.68,29655.66,9789.54,52288.35,16179.36,134687.85,99595.09,35092.76,52357.8,953.24,16055,327.72,0,25006.78,8968.63
Home Depot,Industrial,2022,117709.52,54401.52,19960.55,23700.34,30645.9,17255.84,32502.46,37899.04,166103.09,114750.9,51352.19,62771.75,3426.2,16055,1291.82,0,29266.73,11632.7
Home Depot,Industrial,2023,126586.8,58504.31,20844.12,20649.71,25932.55,17325.39,51293.26,27038.7,144508.98,98747.03,45761.95,37788.56,889.88,16055,1237.0,0.31,29409.64,14236.94
Home Depot,Industrial,2024,138965.41,64225.31,22480.44,26225.72,27900.04,17174.23,55445.01,40018.02,151446.28,121474.9,29971.37,74863.44,1833.83,16055,371.96,5.44,20419.85,3111.87
Home Depot,Industrial,2025,155652.49,71937.53,25191.63,25243.43,38499.83,27490.13,58315.73,35935.44,195274.13,164281.77,30992.35,57666.34,3813.5,16055,177.56,0,43015.96,20482.51
Netflix,Technology,2014,64339.0,16613.1,6297.88,7208.44,9299.53,19111.48,57713.92,22419.98,139310.23,85765.89,53544.34,32906.89,2265.73,3240,280.92,0,10837.17,8298.85
Netflix,Technology,2015,67848.45,17519.28,5675.86,8416.21,7943.59,5900.68,32785.38,20137.25,158742.68,94394.3,64348.37,38267.07,1605.26,3240,327.35,0,6767.75,2729.45
Netflix,Technology,2016,70828.54,18288.78,7164.09,6926.9,12274.48,20342.33,43309.38,24744.37,154754.71,78504.46,76250.25,44849.03,2738.95,3240,230.47,0,7410.36,4103.17
Netflix,Technology,2017,72774.28,18791.19,4825.99,7355.68,11266.4,10172.53,46376.42,20738.7,131804.45,68057.01,63747.44,29094.49,796.23,3240,335.98,0,10826.06,4149.35
Netflix,Technology,2018,73426.18,18959.52,5079.56,8790.49,11846.31,11184.43,53592.02,27893.52,156918.69,81950.41,74968.28,29522.23,2021.67,3240,570.38,0,8207.2,935.6
Netflix,Technology,2019,72842.64,18808.84,8197.43,6598.19,14887.12,11830.06,44131.5,11418.19,132013.99,74815.83,57198.16,21331.16,1460.34,3240,615.92,3.15,10560.05,8795.3
Netflix,Technology,2020,71395.49,18435.17,7314.55,7040.42,14187.06,15912.68,35865.56,17863.86,142168.17,87242.73,54925.44,36362.1,2334.44,3240,707.91,0,8706.38,5491.82
Netflix,Technology,2021,69687.3,17994.1,6086.38,7496.68,11521.74,18891.06,37750.4,11739.25,130299.03,69917.4,60381.62,25624.45,1308.07,3240,711.14,0,10587.08,7865.08
Netflix,Technology,2022,68408.78,17663.97,4760.78,6240.02,9157.82,11770.12,39488.42,18802.76,138872.48,72555.22,66317.26,37512.41,2087.75,3240,903.43,4.18,6549.57,2545.24
Netflix,Technology,2023,68169.68,17602.23,7164.52,6495.17,10160.03,9933.97,30559.18,21113.35,128737.54,63005.71,65731.83,34955.4,1805.93,3240,549.82,0.38,8424.39,5552.65
Netflix,Technology,2024,69344.51,17905.58,7069.91,7547.69,9464.24,16332.24,40982.87,20278.22,135770.18,79237.16,56533.02,24590.72,1309.37,3240,188.74,0,10269.49,7788.72
Netflix,Technology,2025,71972.07,18584.05,5908.83,7724.28,9206.91,20426.12,55735.87,12800.86,140446.45,80161.72,60284.73,53571.7,2646.49,3240,690.76,0,8720.75,9559.58
Disney,Banking,2014,226683.0,90152.49,15838.89,13968.55,27956.68,16295.96,63042.26,69438.81,285898.53,223134.83,62763.7,108453.45,5997.01,9839,504.43,4.93,20244.53,20842.78
Disney,Banking,2015,270813.73,107703.41,16617.68,21201.29,40502.1,60073.14,116975.39,83405.45,372545.44,271763.52,100781.92,82990.0,3641.05,9839,502.11,0,40597.99,17803.65
Disney,Banking,2016,320276.58,127374.93,15372.2,20982.76,28009.43,85539.18,158073.55,58692.92,413279.48,312351.14,100928.34,158127.69,4219.83,9839,684.31,0,23599.07,17732.63
Disney,Banking,2017,372804.3,148265.36,15694.18,26745.6,60288.11,48161.5,103991.84,104362.62,443536.61,321452.79,122083.82,110951.34,3875.37,9839,565.04,0,50819.82,49668.29
Disney,Banking,2018,426127.95,169472.33,27945.93,27097.83,50086.24,115264.36,247094.98,118688.27,592551.01,454059.14,138491.86,126680.83,3222.67,9839,324.97,5.06,37114.94,17541.35
Disney,Banking,2019,478917.72,190466.98,26072.03,35407.59,81065.89,71530.19,216158.55,113851.1,665581.94,488379.89,177202.05,288872.67,8534.53,9839,289.32,1.11,49488.14,20177.01
Disney,Banking,2020,531780.1,211490.5,15441.82,36810.05,53223.98,61785.21,263359.08,121417.63,690712.24,444951.06,245761.18,158367.49,10569.49,9839,764.76,4.55,41608.35,60977.48
Disney,Banking,2021,588032.16,233862.11,38104.74,36271.91,93359.25,34348.76,186365.77,160016.28,908007.6,733418.78,174588.82,243431.49,14159.07,9839,701.24,1.04,83599.88,12077.59
Disney,Banking,2022,653951.33,260078.35,29076.16,47573.37,57993.32,74583.27,250847.96,176952.45,884914.1,649412.58,235501.52,191517.51,6962.89,9839,621.49,0,39332.35,69143.9
Disney,Banking,2023,738262.67,293609.22,26681.76,49951.32,71999.3,127267.45,282655.38,117846.89,958171.81,628711.04,329460.77,240588.94,7337.46,9839,1528.88,5.82,77426.38,44554.4
Disney,Banking,2024,850781.19,338358.17,44071.08,49862.61,102917.51,142183.27,279130.99,185395.23,1169257.46,785664.67,383592.79,515935.71,28478.05,9839,2716.37,0,127808.77,73708.28
Disney,Banking,2025,1000359.05,397845.72,65997.61,74499.13,153588.27,93251.53,448415.42,289180.78,1526607.28,1142849.0,383758.28,785901.48,37438.16,9839,786.09,0,154260.05,19660.0
Uber,Media,2014,123522.0,44435.89,4580.42,7237.42,8818.25,39095.74,85786.9,43399.66,294858.3,203978.6,90879.7,116007.16,4027.21,14845,120.58,0,5502.1,5958.81
Uber,Media,2015,145716.54,52420.17,8891.81,10957.43,23269.7,43306.79,89310.96,76369.64,323963.56,212829.1,111134.46,143973.96,2296.46,14845,129.63,0,27691.37,14760.79
Uber,Media,2016,170167.33,61216.12,12259.66,11416.39,30955.14,44485.0,89093.02,58575.2,327562.67,204840.98,122721.69,152671.77,8235.35,14845,109.67,3.29,23214.36,10000.97
Uber,Media,2017,195589.14,70361.38,10848.54,13275.15,23810.7,23828.07,66129.78,38087.25,361992.78,250738.29,111254.48,107973.63,1819.84,14845,91.24,0,26371.27,16543.33
Uber,Media,2018,220758.12,79415.68,11281.03,17507.18,33675.86,90541.95,166536.01,77039.9,498433.75,279716.73,218717.02,207771.28,8103.51,14845,120.37,4.24,22911.54,17030.08
Uber,Media,2019,244991.14,88133.29,9496.52,16241.36,22600.47,42443.29,232893.31,103219.86,591605.38,385425.08,206180.29,97062.63,6245.79,14845,73.88,0,17881.92,14805.22
Uber,Media,2020,268617.55,96632.67,10542.13,17191.62,30035.07,72767.24,266945.62,136844.71,638205.78,416758.41,221447.36,187123.09,7461.0,14845,84.83,0,28651.01,21191.38
Uber,Media,2021,293302.79,105512.95,13353.79,17797.89,47731.97,69016.7,237976.25,77581.38,678290.17,409787.64,268502.54,230019.62,10564.2,14845,140.62,0,46510.32,16863.49
Uber,Media,2022,322087.13,115867.85,9658.19,19292.1,25399.13,63918.05,127193.06,125749.61,658118.36,428821.4,229296.96,163351.8,6112.78,14845,300.4,0,20191.74,9683.74
Uber,Media,2023,359047.31,129163.93,24200.81,22440.45,63230.8,108461.31,228987.18,170983.27,820494.94,568926.38,251568.56,309266.55,19833.23,14845,43.95,0,66776.69,22717.85
Uber,Media,2024,408574.7,146980.95,25518.86,30270.36,64477.78,68820.88,241703.54,135345.16,763487.85,544270.47,219217.37,385783.78,19332.79,14845,80.15,0,39261.92,38522.8
Uber,Media,2025,474375.58,170652.2,18528.64,30141.35,38341.69,58341.92,230016.65,93780.31,1029790.78,600320.89,429469.89,253232.97,5042.28,14845,288.91,0,39319.57,29498.87
Airbnb,Banking,2014,170052.0,66120.26,42399.86,45872.83,56212.68,29568.74,65150.52,21770.83,187921.68,127700.8,60220.87,42095.08,1227.91,1363,303.44,0,49139.98,20449.12
Airbnb,Banking,2015,200577.23,77989.19,50811.1,49020.11,72624.58,21737.2,65641.73,47067.57,221989.32,161162.84,60826.48,89923.27,1219.64,1363,334.26,0,77168.8,4595.78
Airbnb,Banking,2016,234198.6,91061.98,49619.99,53185.72,62956.66,28955.04,118321.12,57397.99,291519.53,211585.3,79934.23,153100.6,1890.11,1363,378.86,0,54737.81,19857.59
Airbnb,Banking,2017,269146.15,104650.41,67003.23,64979.39,80480.11,43361.12,107742.46,55293.71,337921.59,217744.53,120177.06,82509.24,1931.9,1363,474.25,2.86,76558.61,24188.32
Airbnb,Banking,2018,303735.42,118099.54,71493.39,72420.19,95034.35,52268.17,112415.74,45669.4,347272.41,253902.03,93370.39,66735.78,3854.7,1363,373.4,0,77797.45,41008.09
Airbnb,Banking,2019,337026.83,131044.03,77398.77,66641.25,108518.34,80320.94,147203.19,106666.39,406013.96,303225.5,102788.46,107988.82,4821.64,1363,348.39,0,81326.48,35965.24
Airbnb,Banking,2020,369473.93,143660.24,80009.14,86813.27,98808.69,39992.18,85179.06,97076.9,422313.88,334498.25,87815.63,125902.93,2505.37,1363,469.18,5.92,106094.89,34676.54
Airbnb,Banking,2021,403367.54,156838.88,96408.56,87845.48,137012.65,25410.93,189027.4,134593.83,503570.33,389368.7,114201.63,280949.5,19147.96,1363,602.0,5.69,114648.91,23705.52
Airbnb,Banking,2022,442887.53,172205.19,97401.21,121631.26,121033.02,28562.45,193841.46,109327.44,501998.92,323051.24,178947.68,117756.77,3189.27,1363,401.51,4.26,109494.04,53837.14
Airbnb,Banking,2023,493636.3,191937.52,121524.26,108203.78,167800.29,23638.93,150505.29,68397.36,519816.88,360222.12,159594.76,165658.38,4437.92,1363,1496.44,1.14,163115.26,14808.89
Airbnb,Banking,2024,561645.42,218381.08,120256.69,142310.71,187183.26,30345.79,221812.79,120834.11,632120.69,404622.86,227497.83,167414.87,5010.8,1363,434.69,0,127370.69,38395.89
Airbnb,Banking,2025,652001.21,253513.55,157183.88,147234.6,225828.77,62824.63,308887.23,96435.93,740035.35,512326.87,227708.49,158036.17,8311.76,1363,1823.23,0,253509.93,77154.23
Berkshire Hathaway,Automotive,2014,153231.0,39134.71,21118.32,20694.27,30154.53,8256.44,43300.47,6687.95,155578.98,43605.07,111973.91,32659.15,911.96,7856,113.92,0,27968.35,5271.92
Berkshire Hathaway,Automotive,2015,164255.77,41950.41,25439.6,25150.11,42581.97,17764.1,50267.48,11331.74,162744.92,51381.91,111363.02,38429.74,1535.4,7856,123.78,0,36050.78,20324.78
Berkshire Hathaway,Automotive,2016,174300.02,44515.68,26725.66,26094.89,35032.58,18467.2,67036.36,16020.22,178457.53,51114.86,127342.67,36453.53,1221.97,7856,163.37,0,24054.93,20782.82
Berkshire Hathaway,Automotive,2017,182043.62,46493.37,20813.18,28208.98,40914.73,19592.44,41337.73,10052.56,196853.03,63834.61,133018.42,20999.44,1167.15,7856,168.33,1.54,47330.64,9729.19
Berkshire Hathaway,Automotive,2018,186705.39,47683.97,25663.7,28377.93,36934.96,6414.97,36431.61,16648.63,175805.85,47747.9,128057.95,18339.41,345.6,7856,92.0,0,22367.03,5958.08
Berkshire Hathaway,Automotive,2019,188278.2,48085.66,24393.49,26185.95,33107.58,6543.32,47236.52,18454.48,177683.51,52331.14,125352.37,31108.3,1246.63,7856,265.25,0,32789.82,22829.56
Berkshire Hathaway,Automotive,2020,187583.01,47908.11,21358.64,30838.0,41493.89,22183.66,63915.11,11592.25,173578.98,46413.29,127165.69,17180.06,1161.47,7856,273.59,0,41660.74,22181.5
Berkshire Hathaway,Automotive,2021,186116.46,47533.56,27140.68,25417.92,32742.6,17183.88,61970.96,13457.76,153599.62,49856.86,103742.76,26917.33,765.75,7856,175.44,0,21886.38,15547.86
Berkshire Hathaway,Automotive,2022,185716.89,47431.51,29738.62,32008.9,48600.93,11558.5,72750.91,13726.63,177725.38,53698.86,124026.51,14796.2,352.0,7856,314.2,0,35692.99,24877.09
Berkshire Hathaway,Automotive,2023,188121.82,48045.72,25924.27,23365.84,33956.72,8307.17,45641.28,14692.52,179818.1,49285.73,130532.37,18089.62,1090.68,7856,72.15,0,37753.81,5389.28
Berkshire Hathaway,Automotive,2024,194521.87,49680.27,28910.5,31201.76,43850.9,17464.6,69678.14,18128.46,189703.99,61475.67,128228.33,39052.69,575.59,7856,282.2,0,31365.0,4402.84
Berkshire Hathaway,Automotive,2025,205224.29,52413.63,31901.82,33400.43,52148.12,20092.23,74216.34,16380.34,221355.86,63490.39,157865.47,24493.23,459.08,7856,328.98,2.08,54953.12,2540.38
Shell,Retail,2014,113157.0,35952.04,12642.16,17459.01,19447.09,20403.92,41467.03,24186.51,151062.8,99190.18,51872.62,71906.99,1460.88,16547,126.52,0,19692.81,14970.74
Shell,Retail,2015,136251.56,43289.6,21567.23,18518.34,25906.17,20702.23,52383.79,37822.14,185798.39,126657.07,59141.32,53349.94,3325.94,16547,124.98,0,18911.24,2590.91
Shell,Retail,2016,162406.85,51599.61,19088.18,20100.61,32731.66,28643.94,94633.52,37027.61,228353.95,141009.18,87344.77,46495.21,1740.47,16547,164.11,0,28136.06,14508.21
Shell,Retail,2017,190532.2,60535.55,25466.93,29781.54,37747.13,19278.28,65400.66,63050.29,263994.42,205876.75,58117.67,55049.59,3322.03,16547,216.69,0,39523.8,13599.63
Shell,Retail,2018,219500.67,69739.35,34479.21,35354.78,48579.16,45009.24,138557.83,76981.43,376346.78,258197.29,118149.49,188899.88,11202.37,16547,155.08,0,37563.8,13321.75
Shell,Retail,2019,248636.6,78996.37,36594.58,33812.68,59489.97,21561.66,110248.43,59560.04,365108.94,230295.87,134813.07,146426.82,2706.18,16547,138.45,0,59832.05,29451.79
Shell,Retail,2020,278256.03,88407.0,35450.81,37845.8,61794.96,20637.51,89745.12,78908.9,416173.86,311479.38,104694.48,111037.37,6996.9,16547,98.43,0,61355.85,26268.4
Shell,Retail,2021,310114.38,98528.98,47084.61,53258.04,82248.55,29722.74,102368.29,42703.26,410687.73,276899.51,133788.22,154280.48,9069.19,16547,392.77,1.14,62837.02,18054.55
Shell,Retail,2022,347595.86,110437.52,42640.04,49237.12,64283.8,33552.89,208726.99,108694.26,531930.31,356707.87,175222.44,250845.94,6670.36,16547,468.65,0,45094.65,18793.01
Shell,Retail,2023,395501.75,125658.1,59116.24,66088.09,77004.93,38644.43,155920.3,85529.22,618891.47,402712.65,216178.82,188434.37,4895.69,16547,50.26,2.02,61974.78,11922.99
Shell,Retail,2024,459371.15,145950.57,63845.71,61234.56,89901.51,76474.43,151716.36,148243.06,598868.54,437356.85,161511.7,205269.67,14021.54,16547,507.05,0,99251.06,17606.4
Shell,Retail,2025,544389.93,172962.58,69630.41,79351.2,111876.82,95896.12,288865.41,176685.89,817791.41,562233.61,255557.8,247336.59,13274.75,16547,686.91,0,89315.03,58189.9
BP,Consumer,2014,521129.0,172442.52,93500.45,93447.5,144501.26,105757.57,275846.82,226151.64,1116332.67,753987.19,362345.48,228311.21,13779.02,14007,402.44,0,148571.72,61517.36
BP,Consumer,2015,593438.01,196369.7,117904.8,134192.36,137693.93,153000.68,354954.29,295319.5,1348217.5,838054.56,510162.94,564383.47,15609.65,14007,372.59,0.43,124878.89,81885.48
BP,Consumer,2016,668972.5,221364.2,125943.04,164275.06,176315.41,152564.03,290518.05,201093.6,1330625.82,815363.79,515262.03,358118.82,11900.56,14007,514.89,0,177867.6,72490.7
BP,Consumer,2017,742236.64,245607.43,149225.98,151643.06,192664.57,62419.3,475306.71,191883.53,1792532.01,1083816.43,708715.57,413386.94,16126.24,14007,309.65,0,173777.85,54072.01
BP,Consumer,2018,808685.95,267595.63,145993.9,162379.73,180335.39,183010.56,334763.11,190818.74,1478995.5,1082008.92,396986.58,629408.72,21400.87,14007,526.98,0,132631.85,57731.39
BP,Consumer,2019,866321.67,286667.39,156423.21,195658.84,255487.62,384446.63,709070.54,243508.76,1757433.58,1322244.12,435189.46,572149.55,16412.09,14007,804.03,3.63,189670.69,70753.73
BP,Consumer,2020,916914.31,303408.58,166338.83,166755.86,261266.11,283136.97,641965.23,401459.1,1695461.83,1271747.19,423714.65,354291.25,23707.75,14007,564.33,4.82,286523.71,10680.91
BP,Consumer,2021,966442.77,319797.64,218037.92,189462.89,260633.66,200066.89,577543.65,297540.77,1919155.58,1347890.84,571264.74,982987.65,39990.74,14007,216.81,0,296405.59,16710.41
BP,Consumer,2022,1024469.15,338998.67,212307.85,236231.18,280141.98,148709.46,750161.99,485622.32,2299543.71,1397562.34,901981.37,921015.1,57764.69,14007,1277.08,0.79,334147.55,128588.01
BP,Consumer,2023,1102409.03,364789.12,218661.14,263314.34,333748.2,215183.86,931499.46,329655.96,2345641.87,1453340.37,892301.49,919536.4,50575.35,14007,159.16,4.6,374484.53,117129.47
